13+,United States,United Kingdom,Christopher Nolan,0,Action,Adventure,Sci-Fi,Thriller,0,1,8.8,English,Japanese,French,1,0,87%,148,Inception,0,2010
18+,United States,Lana Wachowski,Lilly Wachowski,0,Action,Sci-Fi,0,2,8.7,English,1,0,87%,136,The Matrix,0,1999
18+,United States,Martin Scorsese,0,Crime,Drama,0,11,8.3,English,Spanish,1,0,95%,114,Taxi Driver,0,1976
18+,United Kingdom,France,Belgium,Canada,United States,Armando Iannucci,0,Comedy,Drama,History,0,101,7.2,English,1,0,96%,107,The Death of Stalin,0,2017
,France,Germany,Italy,Michelangelo Antonioni,Wim Wenders,0,Drama,Romance,0,1001,6.9,French,English,Italian,1,0,58%,110,Beyond the Clouds,0,2018
,Canada,April Mullen,0,Drama,Romance,0,1002,5.5,English,1,0,22%,94,Below Her Mouth,0,2016
13+,United States,Heidi Ewing,Rachel Grady,0,Documentary,Biography,History,0,1003,7.2,English,1,0,86%,91,Norman Lear: Just Another Version of You,0,2016
13+,Israel,United States,Natalie Portman,0,Biography,Drama,History,Mystery,Romance,War,0,1004,6,Hebrew,English,Arabic,Russian,1,0,71%,95,A Tale of Love and Darkness,0,2015
13+,United States,Japan,Gareth Edwards,0,Action,Adventure,Sci-Fi,Thriller,0,1005,5.4,English,Japanese,1,0,16%,123,Godzilla,0,1998
,United States,Fred Schepisi,0,Comedy,Romance,0,1006,6.2,English,1,0,73%,107,Roxanne, Roxanne,0,2017
18+,United States,Brian De Palma,0,Crime,Drama,Horror,Thriller,0,1007,6.1,English,Spanish,1,0,57%,92,Raising Cain,0,1992
18+,United States,Andrew Bujalski,0,Comedy,Romance,0,1008,5.4,English,Japanese,1,0,84%,105,Results,0,2015
7+,United States,Tim Hill,0,Animation,Adventure,Comedy,Family,Fantasy,0,1009,5.4,English,Chinese,Spanish,French,Ukrainian,1,0,25%,95,Hop,0,2011
13+,Spain,Kiké Maíllo,0,Action,Adventure,Crime,Drama,Thriller,0,1010,5.9,Spanish,1,1,80%,105,Toro,0,2016
13+,United Kingdom,United States,Martin Campbell,0,Action,Adventure,Thriller,0,102,7.2,English,Russian,Spanish,1,0,78%,130,GoldenEye,0,1995
,United States,Ricki Stern,Anne Sundberg,0,Documentary,0,1011,7.3,English,1,0,86%,99,Reversing Roe,0,2018
7+,Turkey,Ömer Faruk Sorak,0,Drama,Romance,0,1012,7.3,Turkish,French,1,0,,118,Love Likes Coincidences,0,2011
18+,United States,Mimi Leder,0,Action,Adventure,Thriller,0,1013,5.9,English,Russian,Serbian,Bosnian,Croatian,Polish,1,0,39%,124,The Peacemaker,0,1997
,Spain,Luis Alfaro,Pablo Lejarreta,0,Documentary,0,1014,7.5,Spanish,1,0,,57,Money Heist: The Phenomenon,0,2020
16+,United States,Jay Chapman,0,Documentary,Comedy,0,1015,7.6,English,1,0,100%,60,Jim Gaffigan: Obsessed,0,2014
18+,United States,David R. Ellis,0,Horror,Thriller,0,1016,5.2,English,1,0,29%,82,The Final Destination,0,2009
16+,Japan,Noriyuki Abe,0,Animation,Action,Adventure,Fantasy,0,1017,7.4,Japanese,1,0,,94,Bleach the Movie: Hell Verse,0,2010
18+,United States,Bo Burnham,Christopher Storer,0,Comedy,Music,0,1018,8.4,English,1,0,,60,Bo Burnham: Make Happy,0,2016
18+,United States,Tyler Perry,0,Drama,0,1019,6.1,English,1,0,32%,133,For Colored Girls,0,2010
18+,United States,Bobby Farrelly,Peter Farrelly,0,Comedy,Romance,0,1020,5.8,English,Spanish,1,0,29%,116,The Heartbreak Kid,0,2007
13+,United Kingdom,United States,Mark Herman,0,Drama,War,0,103,7.8,English,Spanish,1,0,63%,94,The Boy in the Striped Pyjamas,0,2008
18+,Canada,United States,Jonathan Sobol,0,Comedy,Crime,Thriller,0,1021,6.3,English,Spanish,1,0,44%,90,The Art of the Steal,0,2013
13+,Turkey,Yilmaz Erdogan,0,Comedy,Drama,0,1022,7.4,Turkish,1,0,,106,Magic Carpet Ride,0,2005
7+,United States,Ernie Barbarash,0,Comedy,Drama,Romance,0,1023,6.1,English,1,0,43%,85,Holiday in the Wild,0,2019
13+,United States,Oliver Daly,0,Action,Adventure,Family,Sci-Fi,Thriller,0,1024,5.3,English,1,0,27%,98,A-X-L,0,2018
16+,Spain,Colombia,Hatem Khraiche,0,Drama,Romance,Sci-Fi,0,1025,5.9,Spanish,English,1,0,67%,95,Orbiter 9,0,2017
7+,United States,Barry Sonnenfeld,0,Comedy,Drama,Romance,0,1026,6.2,English,1,0,37%,96,For Love or Money,0,1993
18+,United States,Jake Szymanski,0,Comedy,Thriller,0,1027,5.5,English,1,0,50%,94,The Package,0,2018
,United States,V. Scott Balcerek,0,Documentary,Music,0,1028,7.3,English,1,0,88%,80,Satan & Adam,0,2018
18+,Japan,Yasushi Kawamura,Kei'ichi Sato,0,Animation,Action,Drama,Fantasy,Horror,Sci-Fi,Thriller,0,1029,7.1,Japanese,1,0,,95,Gantz:O,0,2016
,China,Hong Kong,Hark Tsui,0,Action,Adventure,Drama,Fantasy,0,1030,6.4,Mandarin,1,0,60%,132,Detective Dee: The Four Heavenly Kings,0,2018
18+,United States,Federico D'Alessandro,0,Sci-Fi,Thriller,0,1031,5.8,English,1,0,29%,97,Tau,0,2018
