,United States,Travis Mills,0,Biography,Crime,Drama,Mystery,Thriller,0,10001,5.5,English,0,1,17%,80,Durant's Never Closes,0,2016
,United Kingdom,Tom O'Dell,0,Documentary,0,10002,8,English,0,1,,130,Song of the South: Duane Allman and the Birth of the Allman Brothers Band,0,2013
13+,Australia,Donald Crombie,0,Thriller,0,10003,6.5,English,0,1,,96,The Killing of Angel Street,0,1981
,United Kingdom,Rhodri Huw,0,Documentary,Music,0,10004,7.2,English,0,1,,44,Prince: A Purple Reign,0,2011
,Canada,Nicholas Humphries,0,Drama,Fantasy,Horror,0,10005,4.6,English,0,1,,88,Charlotte's Song,0,2015
18+,United States,David Ostry,0,Comedy,Mystery,0,10006,4.9,English,0,1,,90,The Good Student,0,2006
,United States,Bill Haney,0,Documentary,0,10007,8.4,English,0,1,,57,A Life Among Whales,0,2005
,India,Radha Mohan,0,Comedy,Drama,0,10008,7.3,Tamil,0,1,,148,Kaatrin Mozhi,0,2018
,United States,Fred Guiol,0,Comedy,0,10009,5.6,English,0,1,,55,Here Comes Trouble,0,1948
,India,United States,Ben Rekhi,0,Drama,Fantasy,Mystery,0,10010,5.1,English,0,1,,85,The Ashram,0,2018
,Greece,Angelos Frantzis,0,Drama,Mystery,Romance,0,10011,4.2,Greek,0,1,,97,In the Woods,0,2010
,United States,Glenn Jordan,0,Drama,0,10012,7.5,English,0,1,,120,Son-Rise: A Miracle of Love,0,1979
,Italy,Austria,Paolo Heusch,0,Horror,Mystery,0,10013,4.9,Italian,0,1,,85,Werewolf in a Girls' Dormitory,0,1961
,Ireland,Thomas Ryan,0,Comedy,Drama,Family,0,10014,7.2,English,0,1,,74,Trampoline,0,2013
18+,United States,David Labrava,0,Action,0,10015,6,English,0,1,,91,Street Level,0,2016
all,United States,Mary Mazzio,0,Documentary,0,10016,6.7,English,0,1,,71,The Apple Pushers,0,2012
7+,United States,Belgium,Greece,Hungary,Netherlands,Poland,Romania,Republic of North Macedonia,Armando Luis Alvarez,0,,0,10017,8.1,English,0,1,,103,Engrams,0,2017
13+,Canada,Dianne Whelan,0,Documentary,0,10018,6.7,English,0,1,,54,40 Days at Base Camp,0,2011
,Canada,Lee Grant,0,Biography,Drama,History,0,10019,6.6,English,0,1,,100,A Matter of Sex,0,1984
18+,United States,Wes Craven,0,Horror,Thriller,0,10020,3.8,English,0,1,,86,The Hills Have Eyes Part 2,0,1984
,United States,Andrew L. Stone,Friz Freleng,0,Comedy,Musical,0,10021,6.6,English,0,1,,72,Hi Diddle Diddle,0,1943
18+,United States,Sarah Smick,0,Comedy,0,10022,4.9,English,0,1,42%,94,Friended to Death,0,2013
,India,David Dhawan,0,Drama,0,10023,6.7,Hindi,0,1,,160,Swarg,0,1990
,United States,Allan Dwan,0,Crime,Drama,Film-Noir,0,10024,6.8,English,0,1,,99,Slightly Scarlet,0,1956
,United States,Anthony David,Steven Vasquez,0,Comedy,Romance,0,10025,4.6,English,0,1,,67,Be Mine,0,2009
,United States,Michael Merrill,0,Drama,0,10026,5.8,English,0,1,,107,Caught in the Game,0,2009
18+,Ireland,United States,Mitch Marcus,0,Horror,Thriller,0,10027,4.4,English,0,1,,90,The Haunting of Hell House,0,1999
,United States,,0,Animation,Comedy,Family,0,10028,6.5,English,0,1,,12,Mad,0,2016
